Player,bbref_id,PlayerID,status,pos,height,weight,num,code,team_id,team_name,birthdate,age,exp,school,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Brandon Ingram,ingrabr01,1627742,Starter,F,79,196,14,NOP,1610612740,New Orleans Pelicans,9/2/1997,22,3,Duke,2020,4264,1951,2.350009636,-1.017217365,1.332792271,-0.05310725272,0.04053485198,-0.01257240074,1.983109323,-0.8449323344,1.138176988,3.904449469,3.904449469,0,2.478822071,-0.5654950702,1.913327001,0.9002659196
Derrick Favors,favorde01,202324,Starter,F,81,246,22,NOP,1610612740,New Orleans Pelicans,7/15/1991,28,9,Georgia Tech,2020,2434,1118,0.04262865128,2.222309772,2.264938423,4.439969953,2.231158449,6.671128403,0.9405018153,2.374429199,3.314931014,3.456379513,3.456379513,0,1.070153149,2.351170892,3.421324041,-0.0907879819
E'Twaun Moore,mooreet01,202734,,G,75,191,55,NOP,1610612740,New Orleans Pelicans,2/25/1989,30,8,Purdue,2020,2100,972,-0.3425365122,-1.273574484,-1.616110997,1.435055965,-1.425323769,0.009732195721,-0.01148507948,-1.374261984,-1.385747063,0.6728027763,0.6728027763,0,0.1024567682,-1.162876627,-1.060419859,-0.5653910459
Frank Jackson,jacksfr01,1628402,,G,75,205,15,NOP,1610612740,New Orleans Pelicans,5/4/1998,21,1,Duke,2020,1487,660,-2.701299533,-4.275680439,-6.976979972,-0.3772838434,-3.774878606,-4.15216245,-2.395576657,-4.417994997,-6.813571655,-1.377119805,-1.377119805,0,-2.359053653,-4.157955561,-6.517009214,0.6549224741
Jahlil Okafor,okafoja01,1626143,Inactive,C-F,82,270,8,NOP,1610612740,New Orleans Pelicans,12/15/1995,23,4,Duke,2020,916,424,-1.268282268,-1.052294507,-2.320576774,-1.679478995,-6.845583593,-8.525062588,-1.440721031,-2.302129604,-3.742850635,-0.2138229381,-0.2138229381,0,-1.233482005,-1.205023121,-2.438505125,-0.453701184
Jaxson Hayes,hayesja02,1629637,,C-F,83,220,10,NOP,1610612740,New Orleans Pelicans,5/23/2000,19,0,Texas,2020,2175,970,-1.549817414,-1.600643153,-3.150460567,-2.045766183,7.01E-04,-2.045065169,-1.764678719,-1.345158577,-3.109837297,-0.1792987219,-0.1792987219,0,-1.523961536,-1.340898873,-2.864860409,0.697343475
JJ Redick,redicjj01,200755,,G,75,190,4,NOP,1610612740,New Orleans Pelicans,6/24/1984,35,13,Duke,2020,3203,1451,2.44424794,-2.758975942,-0.3147280023,1.355240664,-2.46423257,-1.108991906,2.352462121,-2.85439339,-0.5019312685,1.680229885,1.680229885,0,2.751359687,-2.955364144,-0.2040044569,0.9797223307
Josh Gray,grayjo01,1627982,G-League,G,72,180,5,NOP,1610612740,New Orleans Pelicans,9/9/1993,26,1,Louisiana State,2020,48,23,-10.29747411,-1.605725077,-11.90319918,-17.80004602,9.732038152,-8.068007869,-12.50842936,0.6865161643,-11.82191319,-0.1116319544,-0.1116319544,0,-9.625905993,-4.356252144,-13.98215814,4.960381775
Josh Hart,hartjo01,1628404,,G,77,204,3,NOP,1610612740,New Orleans Pelicans,3/6/1995,24,2,Villanova,2020,3469,1585,0.2591994577,0.541772211,0.8009716687,-0.9711037526,-0.5771210375,-1.54822479,-9.35E-04,0.3565132385,0.3555786483,2.51759249,2.51759249,0,0.557584779,1.211823764,1.769408543,0.2523808162
Jrue Holiday,holidjr01,201950,Starter,G,75,180,11,NOP,1610612740,New Orleans Pelicans,6/12/1990,29,10,UCLA,2020,4247,1958,2.536542927,1.849901959,4.386444886,1.716869066,2.816829108,4.533698174,2.509051538,2.18023445,4.689285988,7.460177686,7.460177686,0,3.167990373,2.545883,5.713873373,0.3917732445
Kenrich Williams,willike04,1629026,,G-F,78,210,34,NOP,1610612740,New Orleans Pelicans,12/2/1994,24,1,Texas Christian,2020,1681,779,-1.968821421,2.683444146,0.7146227243,-2.975358691,1.131500475,-1.843858216,-2.315585803,2.54825796,0.2326721569,1.179559766,1.179559766,0,-2.297735595,2.429362532,0.1316269371,-0.5068954025
Lonzo Ball,balllo01,1628366,Starter,G,78,190,2,NOP,1610612740,New Orleans Pelicans,10/27/1997,21,2,UCLA,2020,4024,1844,-0.5642571879,0.2840247721,-0.2802324158,0.4460111541,0.1402286512,0.5862398053,-0.406294359,0.2843238403,-0.1219705187,2.500529509,2.500529509,0,1.019008906,0.6745600026,1.693568909,1.157520699
Nickeil Alexander-Walker,alexani01,1629638,,G,77,205,0,NOP,1610612740,New Orleans Pelicans,9/2/1998,21,0,Virginia Tech,2020,1098,501,-3.132145886,-1.392355086,-4.524500972,0.7962776098,-3.635714323,-2.839436713,-2.509241623,-1.921998193,-4.431239816,-0.431898062,-0.431898062,0,-1.044343214,-2.077512889,-3.121856103,0.5117702523
Nicolo Melli,mellini01,1629740,,F,81,236,20,NOP,1610612740,New Orleans Pelicans,1/26/1991,28,0,,2020,1958,903,-1.338088175,-0.1643931328,-1.502481308,-3.13192721,-1.566483908,-4.698411118,-1.819430921,-0.4569568896,-2.276387811,0.2187274456,0.2187274456,0,-0.7518986061,-0.1811552136,-0.9330538197,0.2474418508
Zion Williamson,willizi01,1629627,Starter,F,78,284,1,NOP,1610612740,New Orleans Pelicans,7/6/2000,19,0,Duke,2020,1295,580,1.02135931,0.08942945326,1.110788763,3.202782093,2.847347324,6.050129417,1.520986776,0.6758597325,2.196846509,1.486009224,1.486009224,0,1.238759306,-0.2707373119,0.968021994,1.544074508
Zylan Cheatham,cheatzy01,1629597,G-League,F,77,220,45,NOP,1610612740,New Orleans Pelicans,11/17/1995,23,0,Arizona State,2020,65,31,-10.55761896,-8.106740665,-18.66435962,-19.66075618,-8.460677048,-28.12143323,-13.13382055,-8.665286605,-21.79910715,-0.2982237617,-0.2982237617,0,-13.01329481,-8.629187656,-21.64248247,-1.036283576
Allonzo Trier,trieral01,1629019,Inactive,G,76,200,14,NYK,1610612752,New York Knicks,1/17/1996,23,1,Arizona,2020,620,291,-0.04995409918,-6.152401557,-6.202355656,-4.981625101,-1.756243071,-6.737868171,-0.9823746674,-5.542918927,-6.525293595,-0.5623909085,-0.5623909085,0,-0.9703074308,-6.152384235,-7.122691666,0.3421157485
Bobby Portis,portibo01,1626171,,F,82,250,1,NYK,1610612752,New York Knicks,2/10/1995,24,4,Arkansas,2020,2938,1393,-1.657270671,-1.00205647,-2.659327142,-2.225816246,-1.733753151,-3.959569397,-1.811257699,-1.174826633,-2.986084333,-0.1667571748,-0.1667571748,0,-1.949363129,-1.817751971,-3.7671151,-0.6261889375
Damyean Dotson,dotsoda01,1628422,,G,77,210,21,NYK,1610612752,New York Knicks,5/6/1994,25,2,Houston,2020,1767,836,0.06376143889,-1.859651735,-1.795890296,-2.398563175,1.177962606,-1.220600568,-0.3856692334,-1.3035049,-1.689174134,0.4498017696,0.4498017696,0,-1.159154682,-2.197895126,-3.357049808,-0.6017832555
Dennis Smith Jr.,smithde03,1628372,Out,G,74,195,5,NYK,1610612752,New York Knicks,11/25/1997,21,2,North Carolina State,2020,1132,537,-4.542724736,0.07813673827,-4.464587998,-6.806295747,-3.909160422,-10.71545617,-5.22686784,-0.7059639817,-5.932831822,-0.8720368264,-0.8720368264,0,-3.945128214,-0.2971598149,-4.242288029,0.001501891353
Elfrid Payton,paytoel01,203901,Starter,PG,75,185,6,NYK,1610612752,New York Knicks,2/22/1994,25,5,Louisana-Lafayette,2020,2609,1246,0.08383183094,0.4905144446,0.5743462756,3.309626693,-0.7480475666,2.561579126,0.8223935005,0.3023131834,1.124706684,2.457158587,2.457158587,0,-0.233859263,0.6628461593,0.4289868963,-0.2496398187
Frank Ntilikina,ntilila01,1628373,,G,76,200,11,NYK,1610612752,New York Knicks,7/28/1998,21,2,,2020,2461,1187,-2.485584036,-0.03390161058,-2.519485646,-1.422560015,0.5680909129,-0.8544691024,-2.364307225,0.1260696203,-2.238237604,0.3080639454,0.3080639454,0,-2.733072483,0.815163213,-1.91790927,-0.6132234032
Ignas Brazdeikis,brazdig01,1629649,G-League,F,78,221,17,NYK,1610612752,New York Knicks,1/8/1999,20,0,Michigan,2020,105,53,-4.556336967,-9.282218109,-13.83855508,2.683261736,-8.728735274,-6.045473538,-3.170499702,-9.617820955,-12.78832066,-0.2702218278,-0.2702218278,0,-2.128154969,-10.20481967,-12.33297464,-0.4586174195
Julius Randle,randlju01,203944,Starter,PF,80,250,30,NYK,1610612752,New York Knicks,11/29/1994,24,5,Kentucky,2020,4321,2080,-1.080701916,-0.7244593833,-1.805161299,0.1262086055,1.27970732,1.405915925,-0.8246874591,-0.3156422273,-1.140329686,1.708081198,1.708081198,0,-1.069776817,-0.5739118224,-1.64368864,-0.007565647968
Kadeem Allen,allenka01,1628443,G-League,G,73,200,0,NYK,1610612752,New York Knicks,1/15/1993,26,2,Arizona,2020,252,117,0.8386657093,4.090091378,4.928757087,2.203131653,-6.486149505,-4.283017852,1.270882863,2.205574193,3.476457056,0.3672964325,0.3672964325,0,1.950691664,0.9176687981,2.868360462,-1.202629411
Kevin Knox II,knoxke01,1628995,,F,79,215,20,NYK,1610612752,New York Knicks,8/11/1999,20,1,Kentucky,2020,2485,1166,-3.245946156,-2.082352119,-5.328298274,-3.735622221,-0.6044654241,-4.340087645,-3.484140191,-1.86166424,-5.345804431,-1.548596257,-1.548596257,0,-3.401841964,-2.73245388,-6.134295844,0.2886600053
Maurice Harkless,harklma01,203090,Starter,SF,79,208,8,NYK,1610612752,New York Knicks,5/11/1993,26,7,"St. John's, N.Y.",2020,3073,1427,-2.630719984,0.1206198112,-2.510100173,-0.5552561178,-0.4928001019,-1.04805622,-2.384252931,-0.03716430436,-2.421417235,0.2396207213,0.2396207213,0,-3.059917717,0.1213793424,-2.938538375,-0.03299123749
Mitchell Robinson,robinmi01,1629011,,C-F,84,240,23,NYK,1610612752,New York Knicks,4/1/1998,21,1,Western Kentucky,2020,2962,1412,1.280411992,1.333271178,2.613683171,0.5369221303,1.885197338,2.422119468,1.260733538,1.58368986,2.844423398,4.013881397,4.013881397,0,0.3716149314,1.431335287,1.802950219,-0.4139438802
Reggie Bullock,bullore01,203493,Out,G-F,78,205,25,NYK,1610612752,New York Knicks,3/16/1991,28,6,North Carolina,2020,1425,684,-1.535672456,0.09869641417,-1.436976042,-2.030309658,1.428564006,-0.6017456523,-1.678682954,0.415794092,-1.262888862,0.5171344979,0.5171344979,0,-1.973804271,0.2910397581,-1.682764513,-0.3602492806
RJ Barrett,barrerj01,1629628,Starter,SG,78,202,9,NYK,1610612752,New York Knicks,6/14/2000,19,0,Duke,2020,3576,1704,-1.798274364,-1.751715745,-3.549990108,-1.596100458,-4.449767677,-6.045868135,-1.798882326,-2.386858828,-4.185741154,-1.25937826,-1.25937826,0,-2.393616637,-1.921065191,-4.314681828,0.9130482155
Taj Gibson,gibsota01,201959,Starter,F,81,232,67,NYK,1610612752,New York Knicks,6/24/1985,34,10,USC,2020,2120,1025,-1.84527921,0.3213890974,-1.523890113,-3.380758239,-3.862006354,-7.242764593,-2.229886253,-0.4971866963,-2.727072949,0.01188506649,0.01188506649,0,-2.952842741,-1.00327678,-3.956119521,-0.8911874604
Wayne Ellington,ellinwa01,201961,,G,76,200,2,NYK,1610612752,New York Knicks,11/29/1987,31,10,North Carolina,2020,1158,558,-0.3389752298,-0.3555660415,-0.6945412713,-1.038391019,3.049280587,2.010889569,-0.4423016192,0.3755667321,-0.06673488707,0.75971311,0.75971311,0,-0.8602328352,-1.27529928,-2.135532115,-0.5594987962
Abdel Nader,naderab01,1627846,,F,77,225,11,OKC,1610612760,Oklahoma City Thunder,9/25/1993,26,2,Iowa State,2020,1603,756,-2.551786105,0.6208125904,-1.930973515,-6.982186458,1.394942661,-5.587243798,-3.643918396,0.7865000202,-2.857418376,-0.04132020246,-0.04132020246,0,-3.573223961,-0.1528697926,-3.726093754,-0.2764057202
Chris Paul,paulch01,101108,Starter,G,73,175,3,OKC,1610612760,Oklahoma City Thunder,5/6/1985,34,14,Wake Forest,2020,4191,2003,5.54998853,-1.958352926,3.591635604,7.215918342,-1.971861073,5.244057269,6.226956762,-2.130016135,4.096940627,6.966168545,6.966168545,0,5.266917103,-0.8694338358,4.397483267,-0.4509071521
Danilo Gallinari,gallida01,201568,Starter,F,82,233,8,OKC,1610612760,Oklahoma City Thunder,8/8/1988,31,10,,2020,3490,1690,3.424136871,0.128684993,3.552821864,6.062697588,-5.437491421,0.6252061674,4.1725249,-1.067910687,3.104614213,5.012425782,5.012425782,0,3.828287937,-0.7184417297,3.109846208,-0.7202857381
Darius Bazley,bazleda01,1629647,,F-G,80,208,7,OKC,1610612760,Oklahoma City Thunder,6/12/2000,19,0,,2020,1926,909,-4.587447937,2.04120363,-2.546244308,-7.756893958,4.465083472,-3.291810486,-5.542119042,2.669185826,-2.872933216,-0.05673366028,-0.05673366028,0,-5.577782881,1.274086225,-4.303696655,-0.4997187888
Dennis Schroder,schrode01,203471,,G,73,172,17,OKC,1610612760,Oklahoma City Thunder,9/15/1993,26,6,,2020,4131,1952,0.5606512848,-0.4054422288,0.155209056,-3.946363591,9.866099724,5.919736134,-0.3611469161,1.665270602,1.304123686,4.068849915,4.068849915,0,-0.5728763035,1.378026096,0.8051497922,0.7909349278
Deonte Burton,burtode02,1629126,Inactive,G-F,76,240,30,OKC,1610612760,Oklahoma City Thunder,1/31/1994,25,1,Iowa State,2020,618,284,-6.06272468,-1.54607822,-7.6088029,-8.816260821,-0.9327305534,-9.748991374,-7.013628741,-1.537045627,-8.550674368,-0.8408288665,-0.8408288665,0,-6.452226448,-2.721134703,-9.173361151,0.04001559257
Devon Hall,hallde01,1628985,Waived,G,74,215,22,OKC,1610612760,Oklahoma City Thunder,7/7/1995,24,0,Virginia,2020,44,20,-3.993006417,-10.70263122,-14.69563763,18.9671477,9.295939471,28.26308717,0.6125590484,-7.200560248,-6.588001199,-0.03870539706,-0.03870539706,0,-2.413850885,-8.103715413,-10.5175663,-1.191818485
Hamidou Diallo,diallha01,1628977,,G,77,202,6,OKC,1610612760,Oklahoma City Thunder,7/31/1998,21,1,Kentucky,2020,1499,699,-4.499323315,1.397494665,-3.101828651,-2.714411259,3.415085381,0.7006741212,-4.418255159,1.873042737,-2.545212422,0.07296101697,0.07296101697,0,-4.763764719,1.694689689,-3.06907503,-0.1010334004
Isaiah Roby,robyis01,1629676,,F,80,230,9,OKC,1610612760,Oklahoma City Thunder,2/3/1998,22,0,University of Nebraska–Lincoln,2020,26,11,-11.39117369,-4.660487285,-16.05166097,-8.179914318,4.90432217,-3.275592148,-11.3963584,-2.93213046,-14.32848886,-0.06614314,-0.06614314,0,-8.263634297,-5.326103856,-13.58973815,1.824655016
Kevin Hervey,herveke01,1628987,Inactive,F,81,230,15,OKC,1610612760,Oklahoma City Thunder,7/9/1996,23,0,Texas-Arlington,2020,44,19,-16.45178737,-4.155006198,-20.60679357,-19.75262493,7.077555932,-12.675069,-18.11877978,-2.057013154,-20.17579294,-0.1689967389,-0.1689967389,0,-9.761689037,-3.317736782,-13.07942582,0.04504114441
Luguentz Dort,dortlu01,1629652,Starter,G,75,215,5,OKC,1610612760,Oklahoma City Thunder,4/19/1999,20,0,Arizona State,2020,1322,637,-2.629584416,3.586016006,0.9564315896,0.8103233139,0.368536241,1.178859555,-2.084821445,3.120416802,1.035595358,1.228515002,1.228515002,0,-2.869443453,3.970538228,1.101094775,-0.1487145721
Mike Muscala,muscami01,203488,,F-C,82,240,33,OKC,1610612760,Oklahoma City Thunder,7/1/1991,28,6,Bucknell,2020,1071,492,-1.330379686,1.919397636,0.589017949,-3.903964544,0.7416595827,-3.162304961,-1.959596416,1.807254657,-0.1523417594,0.6519447705,0.6519447705,0,-1.213482732,1.093283689,-0.1201990425,-0.01802870288
Nerlens Noel,noelne01,203457,,C-F,82,220,9,OKC,1610612760,Oklahoma City Thunder,4/10/1994,25,5,Kentucky,2020,2110,1014,-0.6596640331,2.691028283,2.03136425,-3.076862772,1.216519961,-1.860342811,-1.213876353,2.589772411,1.375896058,2.126893834,2.126893834,0,-0.9605824705,4.020017671,3.0594352,-0.363621405
Shai Gilgeous-Alexander,gilgesh01,1628983,Starter,G-F,77,180,2,OKC,1610612760,Oklahoma City Thunder,7/12/1998,21,1,Kentucky,2020,4594,2214,1.144951476,-0.2611461566,0.8838053193,4.159837305,-3.292151269,0.8676860361,1.830740983,-0.9465237324,0.8842172505,4.082171599,4.082171599,0,1.373928211,-0.1399503573,1.233977853,-0.5709635376
Steven Adams,adamsst01,203500,Starter,C,83,265,12,OKC,1610612760,Oklahoma City Thunder,7/20/1993,26,6,Pittsburgh,2020,3280,1564,0.8412607167,1.286277396,2.127538113,1.463324484,0.5988324069,2.062156891,1.011607955,1.223967736,2.235575691,3.958793806,3.958793806,0,0.4303356103,1.530539306,1.960874916,-0.4989847645
Terrance Ferguson,fergute01,1628390,,G,78,190,23,OKC,1610612760,Oklahoma City Thunder,5/17/1998,21,2,,2020,2398,1170,-3.462598287,0.5840296935,-2.878568594,-3.051091518,-3.048470969,-6.099562488,-3.592396857,-0.1455339036,-3.73793076,-0.5851710238,-0.5851710238,0,-3.918856779,0.8242191137,-3.094637666,-0.7884858639
Aaron Gordon,gordoaa01,203932,Starter,PF,80,220,0,ORL,1610612753,Orlando Magic,9/16/1995,24,5,Arizona,2020,4025,1940,-0.4524284823,-0.8970138048,-1.349442287,2.761185769,-2.747979397,0.01320637228,0.2181241805,-1.372407596,-1.154283416,1.570814431,1.570814431,0,0.5918112641,-0.9460687482,-0.3542574841,-0.5558649809
Al-Farouq Aminu,aminual01,202329,Out,F,80,220,2,ORL,1610612753,Orlando Magic,9/21/1990,29,9,Wake Forest,2020,793,380,-4.243319395,2.327636115,-1.91568328,-9.70536717,5.300845785,-4.404521385,-5.634397176,3.079649845,-2.554747331,0.03769695449,0.03769695449,0,-5.032536363,2.555031947,-2.477504415,-0.4253630431
Amile Jefferson,jeffeam01,1628518,Waived,F,81,222,11,ORL,1610612753,Orlando Magic,5/7/1993,26,1,Duke,2020,157,74,-7.383404764,0.7589596478,-6.624445116,-6.717795298,11.53797681,4.82018151,-7.682817074,3.031390503,-4.651426571,-0.07139840395,-0.07139840395,0,-7.435279158,0.2725281108,-7.162751047,-0.5535682957
BJ Johnson,johnsbj01,1629168,G-League,F,79,200,13,ORL,1610612753,Orlando Magic,12/21/1995,24,1,La Salle,2020,105,46,-8.224481866,0.3754296559,-7.84905221,-18.13416853,4.587077736,-13.5470908,-10.78731272,1.236746605,-9.550566112,-0.1603856435,-0.1603856435,0,-7.260097903,-0.7504575299,-8.010555433,0.4996681088
D.J. Augustin,augusdj01,201571,,G,71,183,14,ORL,1610612753,Orlando Magic,11/10/1987,31,11,Texas,2020,2569,1242,0.4211088012,-2.306820931,-1.88571213,-1.905580099,4.403649029,2.49806893,-0.01796232379,-1.089752423,-1.107714747,1.024364665,1.024364665,0,-0.4726482789,-1.616175425,-2.088823704,-1.597707296
Evan Fournier,fournev01,203095,Starter,SG,79,205,10,ORL,1610612753,Orlando Magic,10/29/1992,26,7,,2020,4072,1956,1.414185542,-0.1972097603,1.216975782,-0.6867806603,-2.701101966,-3.387882626,1.100023332,-0.7609458384,0.3390774936,3.096797442,3.096797442,0,1.123547501,0.2141248452,1.337672347,0.4648721109
Gary Clark,clarkga01,1629109,,F,78,225,6,ORL,1610612753,Orlando Magic,11/16/1994,24,1,Cincinnati,2020,938,431,-1.283411333,-2.237053156,-3.520464489,-1.943046321,-1.215438386,-3.158484707,-1.5437107,-2.191382854,-3.735093554,-0.2133846256,-0.2133846256,0,-1.680675115,-3.45714804,-5.137823155,-0.3231384148
James Ennis III,ennisja01,203516,Starter,SF,78,201,11,ORL,1610612753,Orlando Magic,7/1/1990,29,5,Cal State-Long Beach,2020,2304,1078,-1.032809118,-0.3775690226,-1.41037814,2.01293339,-2.639348108,-0.6264147173,-0.4631088908,-0.9073673915,-1.370476282,0.761878524,0.761878524,0,-1.276919206,-0.7265281968,-2.003447403,0.09454217209
Jonathan Isaac,isaacjo01,1628371,Out,F,83,210,1,ORL,1610612753,Orlando Magic,10/3/1997,22,2,Florida State,2020,2005,965,-0.5048678143,4.726128014,4.221260199,-1.889308007,3.788527481,1.899219474,-0.8011159359,4.8106419,4.009525964,3.335543745,3.335543745,0,0.6247963367,5.05395586,5.678752196,0.2310622727
Josh Magette,magetjo01,203705,,G,73,160,4,ORL,1610612753,Orlando Magic,11/28/1989,29,1,Alabama Huntsville,2020,79,38,-7.2565239,10.26364175,3.007117847,-7.765422037,10.31698374,2.551561707,-7.778089291,10.86676747,3.08867818,0.1159163974,0.1159163974,0,-5.537009599,8.272589154,2.735579555,2.449695022
Khem Birch,birchkh01,203920,,C,81,233,24,ORL,1610612753,Orlando Magic,9/28/1992,27,2,UNLV,2020,1638,794,-2.22813626,1.514932858,-0.7132034018,-4.136105765,1.327299877,-2.808805888,-2.761129149,1.55357558,-1.207553569,0.6185471608,0.6185471608,0,-3.34586513,1.214099117,-2.131766013,-1.02784367
Markelle Fultz,fultzma01,1628365,Starter,PG,75,200,20,ORL,1610612753,Orlando Magic,5/29/1998,21,2,Washington,2020,3825,1832,-1.316801474,-1.224231272,-2.541032746,2.545227641,-1.828522229,0.7167054127,-0.5642792185,-1.446082251,-2.01036147,0.6885398383,0.6885398383,0,-0.8311913298,-0.3429762057,-1.174167536,-0.4117053017
Melvin Frazier Jr.,frazime01,1628982,G-League,G-F,77,201,35,ORL,1610612753,Orlando Magic,8/30/1996,23,1,Tulane,2020,123,55,-1.038190969,-1.215743563,-2.253934532,-15.47649603,6.997176255,-8.479319772,-4.098038193,0.4150774693,-3.682960724,-0.02649598604,-0.02649598604,0,-4.831852622,-0.9786049299,-5.810457552,1.231947085
Michael Carter-Williams,cartemi01,203487,,G,77,190,7,ORL,1610612753,Orlando Magic,10/10/1991,28,6,Syracuse,2020,1657,795,0.751654692,3.465257956,4.216912648,2.931502147,-0.01463148529,2.916870662,1.276481232,2.94045099,4.216932222,2.834841315,2.834841315,0,0.7362073636,3.33310809,4.069315453,0.3245524913
Mo Bamba,bambamo01,1628964,,C,84,241,5,ORL,1610612753,Orlando Magic,5/12/1998,21,1,University of Texas at Austin,2020,1812,872,-1.474046136,2.197131077,0.7230849416,-0.1735780164,2.784354607,2.610776591,-1.273590937,2.473715153,1.200124216,1.748139106,1.748139106,0,-1.276569509,2.050301549,0.7737320404,-0.5368582751
Nikola Vucevic,vucevni01,202696,Starter,C,83,260,9,ORL,1610612753,Orlando Magic,10/24/1990,28,8,USC,2020,3720,1790,-0.01189927068,1.792427664,1.780528394,2.636009562,-1.254561894,1.381447668,0.5797212829,1.268467198,1.848188481,4.202731934,4.202731934,0,1.081854881,2.4008095,3.482664381,0.0825786724
Terrence Ross,rosste01,203082,,G-F,78,206,8,ORL,1610612753,Orlando Magic,2/5/1991,28,7,Washington,2020,3639,1746,1.408075267,-1.493993478,-0.08591821178,-3.027742905,1.540880637,-1.486862268,0.6015316998,-0.9913882551,-0.3898565553,2.09377081,2.09377081,0,1.14225879,-0.8915608414,0.2506979483,-0.4204948364
Vic Law,lawvi01,1629724,,F,79,201,23,ORL,1610612753,Orlando Magic,12/19/1995,24,0,Northwestern,2020,20,9,-23.99080014,7.136427361,-16.85437278,-38.5827475,14.2390086,-24.34373889,-28.44842621,9.081383354,-19.36704285,-0.07614508617,-0.07614508617,0,-22.2133786,1.893240162,-20.32013844,-0.2099594225
Wes Iwundu,iwundwe01,1628411,,F,78,195,25,ORL,1610612753,Orlando Magic,12/20/1994,24,2,Kansas State,2020,1700,810,-1.975722678,-0.1804320491,-2.156154728,-2.018862278,3.957912314,1.939050036,-2.094985266,0.6450415638,-1.449943702,0.5321409747,0.5321409747,0,-2.579255171,0.2983363341,-2.280918836,-0.9726537975
Al Horford,horfoal01,201143,,C-F,81,246,42,PHI,1610612755,Philadelphia 76ers,6/3/1986,33,12,Florida,2020,3860,1848,-0.06121554593,0.7529902169,0.691774671,2.037169635,2.083909673,4.121079308,0.3673998314,1.037408599,1.40480843,3.901062598,3.901062598,0,0.9831334585,1.979835958,2.962969417,-0.4243669279
Alec Burks,burksal01,202692,,G,78,214,8,PHI,1610612755,Philadelphia 76ers,7/20/1991,28,8,Colorado,2020,3424,1612,1.345499507,-1.164945763,0.180553744,-3.565994623,0.1951294416,-3.370865181,0.4996385532,-0.9373684105,-0.4377298572,1.89938506,1.89938506,0,-0.1494547346,-0.562289383,-0.7117441175,-0.09139066827
Ben Simmons,simmobe01,1627732,Starter,G-F,82,240,25,PHI,1610612755,Philadelphia 76ers,7/20/1996,23,2,Louisiana State,2020,4060,1930,0.5351521332,2.316306512,2.851458645,-0.8807160067,1.118426183,0.2377101764,0.2679220594,2.175028683,2.442950743,5.170852835,5.170852835,0,1.188231491,3.438381155,4.626612646,1.145603994
Furkan Korkmaz,korkmfu01,1627788,,G-F,79,185,30,PHI,1610612755,Philadelphia 76ers,7/24/1997,22,2,,2020,2973,1398,0.02969186784,0.4464935298,0.4761853977,0.09728386882,-0.9908758463,-0.8935919774,0.03983034589,0.1412680793,0.1810984252,2.091656135,2.091656135,0,0.4813749816,0.00544281346,0.486817795,0.04986810398
Glenn Robinson III,robingl02,203922,,F,78,211,22,PHI,1610612755,Philadelphia 76ers,1/8/1994,25,5,Michigan,2020,3684,1743,-1.059801874,-2.012135403,-3.071937277,1.043313686,-3.745424606,-2.70211092,-0.6367413815,-2.474760534,-3.111501916,-0.3203207929,-0.3203207929,0,-1.303947117,-1.61079495,-2.914742066,-0.509204216
Joel Embiid,embiijo01,203954,Starter,C-F,84,250,21,PHI,1610612755,Philadelphia 76ers,3/16/1994,25,3,Kansas,2020,2822,1329,2.197404396,3.277199811,5.474604207,-3.707843309,4.352438617,0.6445953085,1.093097281,3.660834413,4.753931695,5.128257848,5.128257848,0,2.144109385,4.381506701,6.525616086,0.8054072154
Jonah Bolden,boldejo01,1628413,Waived,F,80,215,43,PHI,1610612755,Philadelphia 76ers,1/2/1996,23,1,UCLA,2020,103,47,-5.27327871,-2.517349638,-7.790628348,-4.564962325,-1.677076183,-6.242038508,-5.472285172,-2.512359598,-7.98464477,-0.1234141516,-0.1234141516,0,-6.037562275,-1.242026118,-7.279588393,1.237476196
Josh Richardson,richajo01,1626196,Starter,G,77,200,0,PHI,1610612755,Philadelphia 76ers,9/15/1993,26,4,Tennessee,2020,3078,1474,-0.3720215083,0.829092573,0.4570710647,-0.07797945707,1.970205242,1.892225785,-0.3383564238,1.085205103,0.746848679,2.617044644,2.617044644,0,-0.02636512858,1.550213903,1.523848775,-0.4929100885
Kyle O'Quinn,oquinky01,203124,,C-F,81,240,9,PHI,1610612755,Philadelphia 76ers,3/26/1990,29,7,Norfolk State,2020,541,258,-1.307680816,-1.660056025,-2.967736841,-2.016862003,-5.699102303,-7.715964307,-1.548398399,-2.660119005,-4.208517404,-0.1926303337,-0.1926303337,0,-1.944511472,-1.264369697,-3.208881169,0.341829234
Marial Shayok,shayoma01,1629621,G-League,,,,,PHI,1610612755,Philadelphia 76ers,,,,,2020,24,10,-0.9972949386,0.4223651945,-0.5749297441,4.297311455,-20.90511124,-16.60779979,0.03594704314,-4.060283457,-4.024336414,-0.006526777139,-0.006526777139,0,1.969255546,-3.296591049,-1.327335502,0.3940039606
